EventCode,UMask,EventName,Description,Counter,OverFlow,MSRIndex,MSRValue,PreciseEvent,Invert,AnyThread,EdgeDetect
"0x89","0xFF","BR_MISP_EXEC.ALL_BRANCHES","This event counts both taken and not taken speculative and retired mispredicted branch instructions.","0,1,2,3","200003","0","0","0","0","0","0"
"0x9c","0x01","IDQ_UOPS_NOT_DELIVERED.CORE","This event counts the number of uops not delivered to Resource Allocation Table (RAT) per thread adding “4 – x” when Resource Allocation Table (RAT) is not stalled and Instruction Decode Queue (IDQ) delivers x uops to Resource Allocation Table (RAT) (where x belongs to {0,1,2,3}). Counting does not cover cases when:
 a. IDQ-Resource Allocation Table (RAT) pipe serves the other thread;
 b. Resource Allocation Table (RAT) is stalled for the thread (including uop drops and clear BE conditions); 
 c. Instruction Decode Queue (IDQ) delivers four uops.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x9C","0x01","IDQ_UOPS_NOT_DELIVERED.CYCLES_0_UOPS_DELIV.CORE","This event counts, on the per-thread basis, cycles when no uops are delivered to Resource Allocation Table (RAT). IDQ_Uops_Not_Delivered.core =4.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x9C","0x01","IDQ_UOPS_NOT_DELIVERED.CYCLES_LE_1_UOP_DELIV.CORE","This event counts, on the per-thread basis, cycles when less than 1 uop is  delivered to Resource Allocation Table (RAT). IDQ_Uops_Not_Delivered.core >=3.","0,1,2,3","2000003","0","0","0","0","0","0"
"0x9C","0x01","IDQ_UOPS_NOT_DELIVERED.CYCLES_LE_2_UOP_DELIV.CORE","Cycles with less than 2 uops delivered by the front end","0,1,2,3","2000003","0","0","0","0","0","0"
"0x9C","0x01","IDQ_UOPS_NOT_DELIVERED.CYCLES_LE_3_UOP_DELIV.CORE","Cycles with less than 3 uops delivered by the front end","0,1,2,3","2000003","0","0","0","0","0","0"
"0x9C","0x01","IDQ_UOPS_NOT_DELIVERED.CYCLES_FE_WAS_OK","Counts cycles FE delivered 4 uops or Resource Allocation Table (RAT) was stalling FE.","0,1,2,3","2000003","0","0","0","1","0","0"
"0xA1","0x01","UOPS_EXECUTED_PORT.PORT_0","This event counts, on the per-thread basis, cycles during which uops are dispatched from the Reservation Station (RS) to port 0.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xA1","0x02","UOPS_EXECUTED_PORT.PORT_1","This event counts, on the per-thread basis, cycles during which uops are dispatched from the Reservation Station (RS) to port 1.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xA1","0x04","UOPS_EXECUTED_PORT.PORT_2","This event counts, on the per-thread basis, cycles during which uops are dispatched from the Reservation Station (RS) to port 2.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xA1","0x08","UOPS_EXECUTED_PORT.PORT_3","This event counts, on the per-thread basis, cycles during which uops are dispatched from the Reservation Station (RS) to port 3.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xA1","0x10","UOPS_EXECUTED_PORT.PORT_4","This event counts, on the per-thread basis, cycles during which uops are dispatched from the Reservation Station (RS) to port 4.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xA1","0x20","UOPS_EXECUTED_PORT.PORT_5","This event counts, on the per-thread basis, cycles during which uops are dispatched from the Reservation Station (RS) to port 5.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xA1","0x40","UOPS_EXECUTED_PORT.PORT_6","This event counts, on the per-thread basis, cycles during which uops are dispatched from the Reservation Station (RS) to port 6.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xA1","0x80","UOPS_EXECUTED_PORT.PORT_7","This event counts, on the per-thread basis, cycles during which uops are dispatched from the Reservation Station (RS) to port 7.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xA2","0x01","RESOURCE_STALLS.ANY","This event counts resource-related stall cycles. Reasons for stalls can be as follows:
 - *any* u-arch structure got full (LB, SB, RS, ROB, BOB, LM, Physical Register Reclaim Table (PRRT), or Physical History Table (PHT) slots)
 - *any* u-arch structure got empty (like INT/SIMD FreeLists)
 - FPU control word (FPCW), MXCSR
and others. This counts cycles that the pipeline backend blocked uop delivery from the front end.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xA2","0x04","RESOURCE_STALLS.RS","This event counts stall cycles caused by absence of eligible entries in the reservation station (RS). This may result from RS overflow, or from RS deallocation because of the RS array Write Port allocation scheme (each RS entry has two write ports instead of four. As a result, empty entries could not be used, although RS is not really full). This counts cycles that the pipeline backend blocked uop delivery from the front end.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xA2","0x08","RESOURCE_STALLS.SB","This event counts stall cycles caused by the store buffer (SB) overflow (excluding draining from synch). This counts cycles that the pipeline backend blocked uop delivery from the front end.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xA2","0x10","RESOURCE_STALLS.ROB","This event counts ROB full stall cycles. This counts cycles that the pipeline backend blocked uop delivery from the front end.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xA3","0x01","CYCLE_ACTIVITY.CYCLES_L2_PENDING","Counts number of cycles the CPU has at least one pending  demand* load request missing the L2 cache.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xA3","0x08","CYCLE_ACTIVITY.CYCLES_L1D_PENDING","Counts number of cycles the CPU has at least one pending  demand load request missing the L1 data cache.","2","2000003","0","0","0","0","0","0"
"0xA3","0x02","CYCLE_ACTIVITY.CYCLES_LDM_PENDING","Counts number of cycles the CPU has at least one pending  demand load request (that is cycles with non-completed load waiting for its data from memory subsystem)","0,1,2,3","2000003","0","0","0","0","0","0"
"0xA3","0x04","CYCLE_ACTIVITY.CYCLES_NO_EXECUTE","Counts number of cycles nothing is executed on any execution port.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xA3","0x05","CYCLE_ACTIVITY.STALLS_L2_PENDING","Execution stalls due to L2 cache misses.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xA3","0x06","CYCLE_ACTIVITY.STALLS_LDM_PENDING","Execution stalls due to memory subsystem.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xa8","0x01","LSD.UOPS","Number of Uops delivered by the LSD.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xAB","0x02","DSB2MITE_SWITCHES.PENALTY_CYCLES","This event counts Decode Stream Buffer (DSB)-to-MITE switch true penalty cycles. These cycles do not include uops routed through because of the switch itself, for example, when Instruction Decode Queue (IDQ) pre-allocation is unavailable, or Instruction Decode Queue (IDQ) is full. SBD-to-MITE switch true penalty cycles happen after the merge mux (MM) receives Decode Stream Buffer (DSB) Sync-indication until receiving the first MITE uop. 
MM is placed before Instruction Decode Queue (IDQ) to merge uops being fed from the MITE and Decode Stream Buffer (DSB) paths. Decode Stream Buffer (DSB) inserts the Sync-indication whenever a Decode Stream Buffer (DSB)-to-MITE switch occurs.
Penalty: A Decode Stream Buffer (DSB) hit followed by a Decode Stream Buffer (DSB) miss can cost up to six cycles in which no uops are delivered to the IDQ. Most often, such switches from the Decode Stream Buffer (DSB) to the legacy pipeline cost 0–2 cycles.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xae","0x01","ITLB.ITLB_FLUSH","This event counts the number of flushes of the big or small ITLB pages. Counting include both TLB Flush (covering all sets) and TLB Set Clear (set-specific).","0,1,2,3","100007","0","0","0","0","0","0"
"0xb0","0x01","OFFCORE_REQUESTS.DEMAND_DATA_RD","This event counts the Demand Data Read requests sent to uncore. Use it in conjunction with OFFCORE_REQUESTS_OUTSTANDING to determine average latency in the uncore.","0,1,2,3","100003","0","0","0","0","0","0"
"0xb0","0x02","OFFCORE_REQUESTS.DEMAND_CODE_RD","This event counts both cacheable and noncachaeble code read requests.","0,1,2,3","100003","0","0","0","0","0","0"
"0xb0","0x04","OFFCORE_REQUESTS.DEMAND_RFO","This event counts the demand RFO (read for ownership) requests including regular RFOs, locks, ItoM.","0,1,2,3","100003","0","0","0","0","0","0"
"0xb0","0x08","OFFCORE_REQUESTS.ALL_DATA_RD","This event counts the demand and prefetch data reads. All Core Data Reads include cacheable Demands and L2 prefetchers (not L3 prefetchers). Counting also covers reads due to page walks resulted from any request type.","0,1,2,3","100003","0","0","0","0","0","0"
"0xb1","0x02","UOPS_EXECUTED.CORE","Number of uops executed on the core.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xB1","0x01","UOPS_EXECUTED.STALL_CYCLES","This event counts cycles during which no uops were dispatched from the Reservation Station (RS) per thread.","0,1,2,3","2000003","0","0","0","1","0","0"
"0xBC","0x11","PAGE_WALKER_LOADS.DTLB_L1","Number of DTLB page walker hits in the L1+FB","0,1,2,3","2000003","0","0","0","0","0","0"
"0xBC","0x21","PAGE_WALKER_LOADS.ITLB_L1","Number of ITLB page walker hits in the L1+FB","0,1,2,3","2000003","0","0","0","0","0","0"
"0xBC","0x12","PAGE_WALKER_LOADS.DTLB_L2","Number of DTLB page walker hits in the L2","0,1,2,3","2000003","0","0","0","0","0","0"
"0xBC","0x22","PAGE_WALKER_LOADS.ITLB_L2","Number of ITLB page walker hits in the L2","0,1,2,3","2000003","0","0","0","0","0","0"
"0xBC","0x14","PAGE_WALKER_LOADS.DTLB_L3","Number of DTLB page walker hits in the L3 + XSNP","0,1,2,3","2000003","0","0","0","0","0","0"
"0xBC","0x24","PAGE_WALKER_LOADS.ITLB_L3","Number of ITLB page walker hits in the L3 + XSNP","0,1,2,3","2000003","0","0","0","0","0","0"
"0xBC","0x18","PAGE_WALKER_LOADS.DTLB_MEMORY","Number of DTLB page walker hits in Memory","0,1,2,3","2000003","0","0","0","0","0","0"
"0xBD","0x01","TLB_FLUSH.DTLB_THREAD","This event counts the number of DTLB flush attempts of the thread-specific entries. ","0,1,2,3","100007","0","0","0","0","0","0"
"0xBD","0x20","TLB_FLUSH.STLB_ANY","This event counts the number of any STLB flush attempts (such as entire, VPID, PCID, InvPage, CR3 write, and so on).","0,1,2,3","100007","0","0","0","0","0","0"
"0xC0","0x00","INST_RETIRED.ANY_P","This event counts the number of instructions (EOMs) retired. Counting covers macro-fused instructions individually (that is, increments by two).","0,1,2,3","2000003","0","0","0","0","0","0"
"0xC0","0x01","INST_RETIRED.PREC_DIST_PS","This is a precise version (that is, uses PEBS) of the event that counts instructions retired.","1","2000003","0","0","1","0","0","0"
"0xC1","0x08","OTHER_ASSISTS.AVX_TO_SSE","Number of transitions from AVX-256 to legacy SSE when penalty applicable.","0,1,2,3","100003","0","0","0","0","0","0"
"0xC1","0x10","OTHER_ASSISTS.SSE_TO_AVX","Number of transitions from SSE to AVX-256 when penalty applicable.","0,1,2,3","100003","0","0","0","0","0","0"
"0xC1","0x40","OTHER_ASSISTS.ANY_WB_ASSIST","Number of times any microcode assist is invoked by HW upon uop writeback.","0,1,2,3","100003","0","0","0","0","0","0"
"0xC2","0x01","UOPS_RETIRED.ALL","Actually retired uops.","0,1,2,3","2000003","0","0","1","0","0","0"
"0xC2","0x01","UOPS_RETIRED.ALL_PS","Actually retired uops. (Uses PEBS)","0,1,2,3","2000003","0","0","1","0","0","0"
"0xC2","0x02","UOPS_RETIRED.RETIRE_SLOTS","Retirement slots used.","0,1,2,3","2000003","0","0","1","0","0","0"
"0xC2","0x02","UOPS_RETIRED.RETIRE_SLOTS_PS","Retirement slots used. (Uses PEBS)","0,1,2,3","2000003","0","0","1","0","0","0"
"0xC2","0x01","UOPS_RETIRED.STALL_CYCLES","Cycles without actually retired uops.","0,1,2,3","2000003","0","0","0","1","0","0"
"0xC2","0x01","UOPS_RETIRED.TOTAL_CYCLES","Number of cycles using always true condition (uops_ret < 16) applied to non PEBS uops retired event.  ","0,1,2,3","2000003","0","0","0","1","0","0"
"0xC2","0x01","UOPS_RETIRED.CORE_STALL_CYCLES","Cycles without actually retired uops.","0,1,2,3","2000003","0","0","0","1","0","0"
"0xC3","0x01","MACHINE_CLEARS.CYCLES","Cycles there was a Nuke. Account for both thread-specific and All Thread Nukes.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xC3","0x02","MACHINE_CLEARS.MEMORY_ORDERING","This event counts the number of memory ordering Machine Clears detected. Memory Ordering Machine Clears can result from one of the following:
1. memory disambiguation,
2. external snoop, or
3. cross SMT-HW-thread snoop (stores) hitting load buffer.","0,1,2,3","100003","0","0","0","0","0","0"
"0xC3","0x04","MACHINE_CLEARS.SMC","This event counts self-modifying code (SMC) detected, which causes a machine clear.","0,1,2,3","100003","0","0","0","0","0","0"
"0xC3","0x20","MACHINE_CLEARS.MASKMOV","Maskmov false fault - counts number of time ucode passes through Maskmov flow due to instruction's mask being 0 while the flow was completed without raising a fault.","0,1,2,3","100003","0","0","0","0","0","0"
"0xC4","0x01","BR_INST_RETIRED.CONDITIONAL","Conditional branch instructions retired.","0,1,2,3","400009","0","0","1","0","0","0"
"0xC4","0x01","BR_INST_RETIRED.CONDITIONAL_PS","Conditional branch instructions retired. (Uses PEBS)","0,1,2,3","400009","0","0","1","0","0","0"
"0xC4","0x02","BR_INST_RETIRED.NEAR_CALL","Direct and indirect near call instructions retired.","0,1,2,3","100007","0","0","1","0","0","0"
"0xC4","0x02","BR_INST_RETIRED.NEAR_CALL_PS","Direct and indirect near call instructions retired. (Uses PEBS)","0,1,2,3","100007","0","0","1","0","0","0"
"0xC4","0x00","BR_INST_RETIRED.ALL_BRANCHES","This event counts all (macro) branch instructions retired.","0,1,2,3","400009","0","0","0","0","0","0"
"0xC4","0x08","BR_INST_RETIRED.NEAR_RETURN","Return instructions retired.","0,1,2,3","100007","0","0","1","0","0","0"
"0xC4","0x08","BR_INST_RETIRED.NEAR_RETURN_PS","Return instructions retired. (Uses PEBS)","0,1,2,3","100007","0","0","1","0","0","0"
"0xC4","0x10","BR_INST_RETIRED.NOT_TAKEN","Not taken branch instructions retired.","0,1,2,3","400009","0","0","0","0","0","0"
"0xC4","0x20","BR_INST_RETIRED.NEAR_TAKEN","Taken branch instructions retired.","0,1,2,3","400009","0","0","1","0","0","0"
"0xC4","0x20","BR_INST_RETIRED.NEAR_TAKEN_PS","Taken branch instructions retired. (Uses PEBS)","0,1,2,3","400009","0","0","1","0","0","0"
"0xC4","0x40","BR_INST_RETIRED.FAR_BRANCH","Far branch instructions retired.","0,1,2,3","100007","0","0","0","0","0","0"
"0xC4","0x04","BR_INST_RETIRED.ALL_BRANCHES_PS","This is a precise version of BR_INST_RETIRED.ALL_BRANCHES that counts all (macro) branch instructions retired.","0,1,2,3","400009","0","0","1","0","0","0"
"0xC4","0x02","BR_INST_RETIRED.NEAR_CALL_R3","Direct and indirect macro near call instructions retired (captured in ring 3).","0,1,2,3","100007","0","0","1","0","0","0"
"0xC4","0x02","BR_INST_RETIRED.NEAR_CALL_R3_PS","Direct and indirect macro near call instructions retired (captured in ring 3). (Uses PEBS)","0,1,2,3","100007","0","0","1","0","0","0"
"0xC5","0x01","BR_MISP_RETIRED.CONDITIONAL","Mispredicted conditional branch instructions retired.","0,1,2,3","400009","0","0","1","0","0","0"
"0xC5","0x01","BR_MISP_RETIRED.CONDITIONAL_PS","Mispredicted conditional branch instructions retired. (Uses PEBS)","0,1,2,3","400009","0","0","1","0","0","0"
"0xC5","0x00","BR_MISP_RETIRED.ALL_BRANCHES","This event counts all mispredicted macro branch instructions retired.","0,1,2,3","400009","0","0","0","0","0","0"
"0xC5","0x04","BR_MISP_RETIRED.ALL_BRANCHES_PS","This is a precise version of BR_MISP_RETIRED.ALL_BRANCHES that counts all mispredicted macro branch instructions retired.","0,1,2,3","400009","0","0","1","0","0","0"
"0xc8","0x01","HLE_RETIRED.START","Number of times an HLE execution started.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xc8","0x02","HLE_RETIRED.COMMIT","Number of times an HLE execution successfully committed","0,1,2,3","2000003","0","0","0","0","0","0"
"0xc8","0x04","HLE_RETIRED.ABORTED","Number of times an HLE execution aborted due to any reasons (multiple categories may count as one). ","0,1,2,3","2000003","0","0","1","0","0","0"
"0xc8","0x04","HLE_RETIRED.ABORTED_PS","Number of times an HLE execution aborted due to any reasons (multiple categories may count as one).  (Uses PEBS)","0,1,2,3","2000003","0","0","1","0","0","0"
"0xc8","0x08","HLE_RETIRED.ABORTED_MISC1","Number of times an HLE execution aborted due to various memory events (e.g., read/write capacity and conflicts).","0,1,2,3","2000003","0","0","0","0","0","0"
"0xc8","0x10","HLE_RETIRED.ABORTED_MISC2","Number of times an HLE execution aborted due to uncommon conditions","0,1,2,3","2000003","0","0","0","0","0","0"
"0xc8","0x20","HLE_RETIRED.ABORTED_MISC3","Number of times an HLE execution aborted due to HLE-unfriendly instructions","0,1,2,3","2000003","0","0","0","0","0","0"
"0xc8","0x40","HLE_RETIRED.ABORTED_MISC4","Number of times an HLE execution aborted due to incompatible memory type","0,1,2,3","2000003","0","0","0","0","0","0"
"0xc8","0x80","HLE_RETIRED.ABORTED_MISC5","Number of times an HLE execution aborted due to none of the previous 4 categories (e.g. interrupts)","0,1,2,3","2000003","0","0","0","0","0","0"
"0xc9","0x01","RTM_RETIRED.START","Number of times an RTM execution started.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xc9","0x02","RTM_RETIRED.COMMIT","Number of times an RTM execution successfully committed","0,1,2,3","2000003","0","0","0","0","0","0"
"0xc9","0x04","RTM_RETIRED.ABORTED","Number of times an RTM execution aborted due to any reasons (multiple categories may count as one). ","0,1,2,3","2000003","0","0","1","0","0","0"
"0xc9","0x04","RTM_RETIRED.ABORTED_PS","Number of times an RTM execution aborted due to any reasons (multiple categories may count as one).  (Uses PEBS)","0,1,2,3","2000003","0","0","1","0","0","0"
"0xc9","0x08","RTM_RETIRED.ABORTED_MISC1","Number of times an RTM abort was attributed to a Memory condition (See TSX_Mem event for additional details)","0,1,2,3","2000003","0","0","0","0","0","0"
"0xc9","0x10","RTM_RETIRED.ABORTED_MISC2","Number of times an RTM execution aborted due to various memory events (e.g., read/write capacity and conflicts).","0,1,2,3","2000003","0","0","0","0","0","0"
"0xc9","0x20","RTM_RETIRED.ABORTED_MISC3","Number of times an RTM execution aborted due to HLE-unfriendly instructions","0,1,2,3","2000003","0","0","0","0","0","0"
"0xc9","0x40","RTM_RETIRED.ABORTED_MISC4","Number of times an RTM execution aborted due to incompatible memory type","0,1,2,3","2000003","0","0","0","0","0","0"
"0xc9","0x80","RTM_RETIRED.ABORTED_MISC5","Number of times an RTM execution aborted due to none of the previous 4 categories (e.g. interrupt)","0,1,2,3","2000003","0","0","0","0","0","0"
"0xCA","0x02","FP_ASSIST.X87_OUTPUT","Number of X87 assists due to output value.","0,1,2,3","100003","0","0","0","0","0","0"
"0xCA","0x04","FP_ASSIST.X87_INPUT","Number of X87 assists due to input value.","0,1,2,3","100003","0","0","0","0","0","0"
"0xCA","0x08","FP_ASSIST.SIMD_OUTPUT","Number of SIMD FP assists due to Output values","0,1,2,3","100003","0","0","0","0","0","0"
"0xCA","0x10","FP_ASSIST.SIMD_INPUT","Number of SIMD FP assists due to input values","0,1,2,3","100003","0","0","0","0","0","0"
"0xCA","0x1E","FP_ASSIST.ANY","This event counts cycles with any input and output SSE or x87 FP assist. If an input and output assist are detected on the same cycle the event increments by 1. ","0,1,2,3","100003","0","0","0","0","0","0"
"0xCC","0x20","ROB_MISC_EVENTS.LBR_INSERTS","This event counts cases of saving new LBR records by hardware. This assumes proper enabling of LBRs and takes into account LBR filtering done by the LBR_SELECT register.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xCD","0x01","MEM_TRANS_RETIRED.LOAD_LATENCY_GT_4","Loads with latency value being above 4","3","100003","0x3F6","0x4","1","0","0","0"
"0xCD","0x01","MEM_TRANS_RETIRED.LOAD_LATENCY_GT_4_PS","Loads with latency value being above 4 (Uses PEBS)","3","100003","0x3F6","0x4","1","0","0","0"
"0xCD","0x01","MEM_TRANS_RETIRED.LOAD_LATENCY_GT_8","Loads with latency value being above 8","3","50021","0x3F6","0x8","1","0","0","0"
"0xCD","0x01","MEM_TRANS_RETIRED.LOAD_LATENCY_GT_8_PS","Loads with latency value being above 8 (Uses PEBS)","3","50021","0x3F6","0x8","1","0","0","0"
"0xCD","0x01","MEM_TRANS_RETIRED.LOAD_LATENCY_GT_16","Loads with latency value being above 16","3","20011","0x3F6","0x10","1","0","0","0"
"0xCD","0x01","MEM_TRANS_RETIRED.LOAD_LATENCY_GT_16_PS","Loads with latency value being above 16 (Uses PEBS)","3","20011","0x3F6","0x10","1","0","0","0"
"0xCD","0x01","MEM_TRANS_RETIRED.LOAD_LATENCY_GT_32","Loads with latency value being above 32","3","100007","0x3F6","0x20","1","0","0","0"
"0xCD","0x01","MEM_TRANS_RETIRED.LOAD_LATENCY_GT_32_PS","Loads with latency value being above 32 (Uses PEBS)","3","100007","0x3F6","0x20","1","0","0","0"
"0xCD","0x01","MEM_TRANS_RETIRED.LOAD_LATENCY_GT_64","Loads with latency value being above 64","3","2003","0x3F6","0x40","1","0","0","0"
"0xCD","0x01","MEM_TRANS_RETIRED.LOAD_LATENCY_GT_64_PS","Loads with latency value being above 64 (Uses PEBS)","3","2003","0x3F6","0x40","1","0","0","0"
"0xCD","0x01","MEM_TRANS_RETIRED.LOAD_LATENCY_GT_128","Loads with latency value being above 128","3","1009","0x3F6","0x80","1","0","0","0"
"0xCD","0x01","MEM_TRANS_RETIRED.LOAD_LATENCY_GT_128_PS","Loads with latency value being above 128 (Uses PEBS)","3","1009","0x3F6","0x80","1","0","0","0"
"0xCD","0x01","MEM_TRANS_RETIRED.LOAD_LATENCY_GT_256","Loads with latency value being above 256","3","503","0x3F6","0x100","1","0","0","0"
"0xCD","0x01","MEM_TRANS_RETIRED.LOAD_LATENCY_GT_256_PS","Loads with latency value being above 256 (Uses PEBS)","3","503","0x3F6","0x100","1","0","0","0"
"0xCD","0x01","MEM_TRANS_RETIRED.LOAD_LATENCY_GT_512","Loads with latency value being above 512","3","101","0x3F6","0x200","1","0","0","0"
"0xCD","0x01","MEM_TRANS_RETIRED.LOAD_LATENCY_GT_512_PS","Loads with latency value being above 512 (Uses PEBS)","3","101","0x3F6","0x200","1","0","0","0"
"0xD0","0x11","MEM_UOPS_RETIRED.STLB_MISS_LOADS","Load uops with true STLB miss retired to architected path.","0,1,2,3","100003","0","0","1","0","0","0"
"0xD0","0x11","MEM_UOPS_RETIRED.STLB_MISS_LOADS_PS","Load uops with true STLB miss retired to architected path. (Uses PEBS)","0,1,2,3","100003","0","0","1","0","0","0"
"0xD0","0x12","MEM_UOPS_RETIRED.STLB_MISS_STORES","Store uops with true STLB miss retired to architected path.","0,1,2,3","100003","0","0","1","0","0","0"
"0xD0","0x12","MEM_UOPS_RETIRED.STLB_MISS_STORES_PS","Store uops with true STLB miss retired to architected path. (Uses PEBS)","0,1,2,3","100003","0","0","1","0","0","0"
"0xD0","0x21","MEM_UOPS_RETIRED.LOCK_LOADS","Load uops with locked access retired to architected path.","0,1,2,3","100007","0","0","1","0","0","0"
"0xD0","0x21","MEM_UOPS_RETIRED.LOCK_LOADS_PS","Load uops with locked access retired to architected path. (Uses PEBS)","0,1,2,3","100007","0","0","1","0","0","0"
"0xD0","0x41","MEM_UOPS_RETIRED.SPLIT_LOADS","Line-splitted load uops retired to architected path.","0,1,2,3","100003","0","0","1","0","0","0"
"0xD0","0x41","MEM_UOPS_RETIRED.SPLIT_LOADS_PS","Line-splitted load uops retired to architected path. (Uses PEBS)","0,1,2,3","100003","0","0","1","0","0","0"
"0xD0","0x42","MEM_UOPS_RETIRED.SPLIT_STORES","Line-splitted store uops retired to architected path.","0,1,2,3","100003","0","0","1","0","0","0"
"0xD0","0x42","MEM_UOPS_RETIRED.SPLIT_STORES_PS","Line-splitted store uops retired to architected path. (Uses PEBS)","0,1,2,3","100003","0","0","1","0","0","0"
"0xD0","0x81","MEM_UOPS_RETIRED.ALL_LOADS","Load uops retired to architected path with filter on bits 0 and 1 applied.","0,1,2,3","2000003","0","0","1","0","0","0"
"0xD0","0x81","MEM_UOPS_RETIRED.ALL_LOADS_PS","Load uops retired to architected path with filter on bits 0 and 1 applied. (Uses PEBS)","0,1,2,3","2000003","0","0","1","0","0","0"
"0xD0","0x82","MEM_UOPS_RETIRED.ALL_STORES","Store uops retired to architected path with filter on bits 0 and 1 applied.","0,1,2,3","2000003","0","0","1","0","0","0"
"0xD0","0x82","MEM_UOPS_RETIRED.ALL_STORES_PS","Store uops retired to architected path with filter on bits 0 and 1 applied. (Uses PEBS)","0,1,2,3","2000003","0","0","1","0","0","0"
"0xD1","0x01","MEM_LOAD_UOPS_RETIRED.L1_HIT","Retired load uops with L1 cache hits as data sources.","0,1,2,3","2000003","0","0","1","0","0","0"
"0xD1","0x01","MEM_LOAD_UOPS_RETIRED.L1_HIT_PS","Retired load uops with L1 cache hits as data sources. (Uses PEBS)","0,1,2,3","2000003","0","0","1","0","0","0"
"0xD1","0x02","MEM_LOAD_UOPS_RETIRED.L2_HIT","Retired load uops with L2 cache hits as data sources.","0,1,2,3","100003","0","0","1","0","0","0"
"0xD1","0x02","MEM_LOAD_UOPS_RETIRED.L2_HIT_PS","Retired load uops with L2 cache hits as data sources. (Uses PEBS)","0,1,2,3","100003","0","0","1","0","0","0"
"0xD1","0x04","MEM_LOAD_UOPS_RETIRED.L3_HIT","Retired load uops which data sources were data hits in L3 without snoops required.","0,1,2,3","50021","0","0","1","0","0","0"
"0xD1","0x04","MEM_LOAD_UOPS_RETIRED.L3_HIT_PS","Retired load uops which data sources were data hits in L3 without snoops required. (Uses PEBS)","0,1,2,3","50021","0","0","1","0","0","0"
"0xD1","0x08","MEM_LOAD_UOPS_RETIRED.L1_MISS","Retired load uops misses in L1 cache as data sources.","0,1,2,3","100003","0","0","1","0","0","0"
"0xD1","0x08","MEM_LOAD_UOPS_RETIRED.L1_MISS_PS","Retired load uops misses in L1 cache as data sources. (Uses PEBS)","0,1,2,3","100003","0","0","1","0","0","0"
"0xD1","0x10","MEM_LOAD_UOPS_RETIRED.L2_MISS","Miss in mid-level (L2) cache. Excludes Unknown data-source.","0,1,2,3","50021","0","0","1","0","0","0"
"0xD1","0x10","MEM_LOAD_UOPS_RETIRED.L2_MISS_PS","Miss in mid-level (L2) cache. Excludes Unknown data-source. (Uses PEBS)","0,1,2,3","50021","0","0","1","0","0","0"
"0xD1","0x20","MEM_LOAD_UOPS_RETIRED.L3_MISS","Miss in last-level (L3) cache. Excludes Unknown data-source.","0,1,2,3","100007","0","0","1","0","0","0"
"0xD1","0x20","MEM_LOAD_UOPS_RETIRED.L3_MISS_PS","Miss in last-level (L3) cache. Excludes Unknown data-source. (Uses PEBS)","0,1,2,3","100007","0","0","1","0","0","0"
"0xD1","0x40","MEM_LOAD_UOPS_RETIRED.HIT_LFB","Retired load uops which data sources were load uops missed L1 but hit FB due to preceding miss to the same cache line with data not ready.","0,1,2,3","100003","0","0","1","0","0","0"
"0xD1","0x40","MEM_LOAD_UOPS_RETIRED.HIT_LFB_PS","Retired load uops which data sources were load uops missed L1 but hit FB due to preceding miss to the same cache line with data not ready. (Uses PEBS)","0,1,2,3","100003","0","0","1","0","0","0"
"0xD2","0x01","MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_MISS","Retired load uops which data sources were L3 hit and cross-core snoop missed in on-pkg core cache.","0,1,2,3","20011","0","0","1","0","0","0"
"0xD2","0x01","MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_MISS_PS","Retired load uops which data sources were L3 hit and cross-core snoop missed in on-pkg core cache. (Uses PEBS)","0,1,2,3","20011","0","0","1","0","0","0"
"0xD2","0x02","MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HIT","Retired load uops which data sources were L3 and cross-core snoop hits in on-pkg core cache.","0,1,2,3","20011","0","0","1","0","0","0"
