"Event ID"	"UMASK"	"OTHER"	"COUNTER"	"NAME"	"DESCRIPTION"	"OVERFLOW"	"PRECISE_EVENT"	"LATENCY"	"MSR_INDEX"	"MSR_VALUE"
"0xB"	"0x10"	"0x53"	3	"MEM_INST_RETIRED.LATENCY_ABOVE_THRESHOLD_128"	"Memory instructions retired above 128 clocks (Precise Event)"	1000	1	"yes"	"0x3F6"	"0x80"
"0xB"	"0x10"	"0x53"	3	"MEM_INST_RETIRED.LATENCY_ABOVE_THRESHOLD_16"	"Memory instructions retired above 16 clocks (Precise Event)"	10000	1	"yes"	"0x3F6"	"0x10"
"0xB"	"0x10"	"0x53"	3	"MEM_INST_RETIRED.LATENCY_ABOVE_THRESHOLD_16384"	"Memory instructions retired above 16384 clocks (Precise Event)"	5	1	"yes"	"0x3F6"	"0x4000"
"0xB"	"0x10"	"0x53"	3	"MEM_INST_RETIRED.LATENCY_ABOVE_THRESHOLD_2048"	"Memory instructions retired above 2048 clocks (Precise Event)"	50	1	"yes"	"0x3F6"	"0x800"
"0xB"	"0x10"	"0x53"	3	"MEM_INST_RETIRED.LATENCY_ABOVE_THRESHOLD_256"	"Memory instructions retired above 256 clocks (Precise Event)"	500	1	"yes"	"0x3F6"	"0x100"
"0xB"	"0x10"	"0x53"	3	"MEM_INST_RETIRED.LATENCY_ABOVE_THRESHOLD_32"	"Memory instructions retired above 32 clocks (Precise Event)"	5000	1	"yes"	"0x3F6"	"0x20"
"0xB"	"0x10"	"0x53"	3	"MEM_INST_RETIRED.LATENCY_ABOVE_THRESHOLD_32768"	"Memory instructions retired above 32768 clocks (Precise Event)"	3	1	"yes"	"0x3F6"	"0x8000"
"0xB"	"0x10"	"0x53"	3	"MEM_INST_RETIRED.LATENCY_ABOVE_THRESHOLD_4"	"Memory instructions retired above 4 clocks (Precise Event)"	50000	1	"yes"	"0x3F6"	"0x4"
"0xB"	"0x10"	"0x53"	3	"MEM_INST_RETIRED.LATENCY_ABOVE_THRESHOLD_4096"	"Memory instructions retired above 4096 clocks (Precise Event)"	20	1	"yes"	"0x3F6"	"0x1000"
"0xB"	"0x10"	"0x53"	3	"MEM_INST_RETIRED.LATENCY_ABOVE_THRESHOLD_512"	"Memory instructions retired above 512 clocks (Precise Event)"	200	1	"yes"	"0x3F6"	"0x200"
"0xB"	"0x10"	"0x53"	3	"MEM_INST_RETIRED.LATENCY_ABOVE_THRESHOLD_64"	"Memory instructions retired above 64 clocks (Precise Event)"	2000	1	"yes"	"0x3F6"	"0x40"
"0xB"	"0x10"	"0x53"	3	"MEM_INST_RETIRED.LATENCY_ABOVE_THRESHOLD_8"	"Memory instructions retired above 8 clocks (Precise Event)"	20000	1	"yes"	"0x3F6"	"0x8"
"0xB"	"0x10"	"0x53"	3	"MEM_INST_RETIRED.LATENCY_ABOVE_THRESHOLD_8192"	"Memory instructions retired above 8192 clocks (Precise Event)"	10	1	"yes"	"0x3F6"	"0x2000"
"0xB"	"0x1"	"0x53"	"0,1,2,3"	"MEM_INST_RETIRED.LOADS"	"Instructions retired which contains a load (Precise Event)"	2000000	1	0	0	0
"0xB"	"0x2"	"0x53"	"0,1,2,3"	"MEM_INST_RETIRED.STORES"	"Instructions retired which contains a store (Precise Event)"	2000000	1	0	0	0
"0xCB"	"0x20"	"0x53"	"0,1,2,3"	"MEM_LOAD_RETIRED.DROPPED_EVENTS"	"Retired load info dropped due to data breakpoint (Precise Event)"	2000	1	0	0	0
"0xCB"	"0x80"	"0x53"	"0,1,2,3"	"MEM_LOAD_RETIRED.DTLB_MISS"	"Retired loads that miss the DTLB (Precise Event)"	200000	1	0	0	0
"0xCB"	"0x40"	"0x53"	"0,1,2,3"	"MEM_LOAD_RETIRED.HIT_LFB"	"Retired loads that miss L1D and hit an previously allocated LFB (Precise Event)"	200000	1	0	0	0
"0xCB"	"0x1"	"0x53"	"0,1,2,3"	"MEM_LOAD_RETIRED.L1D_HIT"	"Retired loads that hit the L1 data cache (Precise Event)"	2000000	1	0	0	0
"0xCB"	"0x2"	"0x53"	"0,1,2,3"	"MEM_LOAD_RETIRED.L2_HIT"	"Retired loads that hit the L2 cache (Precise Event)"	200000	1	0	0	0
"0xCB"	"0x10"	"0x53"	"0,1,2,3"	"MEM_LOAD_RETIRED.LLC_MISS"	"Retired loads that miss the LLC cache (Precise Event)"	10000	1	0	0	0
"0xCB"	"0x4"	"0x53"	"0,1,2,3"	"MEM_LOAD_RETIRED.LLC_UNSHARED_HIT"	"Retired loads that hit valid versions in the LLC cache (Precise Event)"	40000	1	0	0	0
"0xCB"	"0x8"	"0x53"	"0,1,2,3"	"MEM_LOAD_RETIRED.OTHER_CORE_L2_HIT_HITM"	"Retired loads that hit sibling core's L2 in modified or unmodified states (Precise Event)"	40000	1	0	0	0
"0xC"	"0x1"	"0x53"	"0,1,2,3"	"MEM_STORE_RETIRED.DTLB_MISS"	"Retired stores that miss the DTLB (Precise Event)"	200000	1	0	0	0
"0xF"	"0x1"	"0x53"	"0,1,2,3"	"MEM_UNCORE_RETIRED.LLC_DATA_MISS_UNKNOWN"	"Unknown data source, likely due to direct data enable (Precise Event)"	20000	1	0	0	0
"0xF"	"0x20"	"0x53"	"0,1,2,3"	"MEM_UNCORE_RETIRED.LOCAL_DRAM"	"Load instructions retired with a data source of local DRAM or locally homed remote hitm (Precise Event)"	10000	1	0	0	0
"0xF"	"0x2"	"0x53"	"0,1,2,3"	"MEM_UNCORE_RETIRED.OTHER_CORE_L2_HITM"	"Load instructions retired that HIT modified data in sibling core (Precise Event)"	40000	1	0	0	0
"0xF"	"0x8"	"0x53"	"0,1,2,3"	"MEM_UNCORE_RETIRED.REMOTE_CACHE_LOCAL_HOME_HIT"	"Load instructions retired remote cache HIT data source (Precise Event)"	20000	1	0	0	0
"0xF"	"0x10"	"0x53"	"0,1,2,3"	"MEM_UNCORE_RETIRED.REMOTE_DRAM"	"Load instructions retired remote DRAM and remote home-remote cache HITM (Precise Event)"	10000	1	0	0	0
"0xF"	"0x80"	"0x53"	"0,1,2,3"	"MEM_UNCORE_RETIRED.UNCACHEABLE"	"Load instructions retired IO (Precise Event)"	4000	1	0	0	0
"0xB0"	"0x40"	"0x53"	"0,1,2,3"	"OFFCORE_REQUESTS.L1D_WRITEBACK"	"Offcore L1 data cache writebacks"	100000	0	0	0	0
"0xB2"	"0x1"	"0x53"	"0,1,2,3"	"OFFCORE_REQUESTS_SQ_FULL"	"Offcore requests blocked due to Super Queue full"	100000	0	0	0	0
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_DATA.ANY_CACHE_DRAM"	"Offcore data reads satisfied by any cache or DRAM"	100000	0	0	"0x1A6"	"0x7F11"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_DATA.ANY_DRAM"	"Offcore data reads satisfied by any DRAM"	100000	0	0	"0x1A6"	"0x6011"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_DATA.ANY_LLC_MISS"	"Offcore data reads that missed the LLC"	100000	0	0	"0x1A6"	"0xF811"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_DATA.ANY_LOCATION"	"All offcore data reads"	100000	0	0	"0x1A6"	"0xFF11"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_DATA.IO_CSR_MMIO"	"Offcore data reads satisfied by the IO, CSR, MMIO unit"	100000	0	0	"0x1A6"	"0x8011"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_DATA.LLC_HIT_NO_OTHER_CORE"	"Offcore data reads satisfied by the LLC and not found in a sibling core"	100000	0	0	"0x1A6"	"0x111"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_DATA.LLC_HIT_OTHER_CORE_HIT"	"Offcore data reads satisfied by the LLC and HIT in a sibling core"	100000	0	0	"0x1A6"	"0x211"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_DATA.LLC_HIT_OTHER_CORE_HITM"	"Offcore data reads satisfied by the LLC  and HITM in a sibling core"	100000	0	0	"0x1A6"	"0x411"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_DATA.LOCAL_CACHE"	"Offcore data reads satisfied by the LLC"	100000	0	0	"0x1A6"	"0x711"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_DATA.LOCAL_CACHE_DRAM"	"Offcore data reads satisfied by the LLC or local DRAM"	100000	0	0	"0x1A6"	"0x4711"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_DATA.LOCAL_DRAM"	"Offcore data reads satisfied by the local DRAM"	100000	0	0	"0x1A6"	"0x4011"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_DATA.REMOTE_CACHE"	"Offcore data reads satisfied by a remote cache"	100000	0	0	"0x1A6"	"0x1811"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_DATA.REMOTE_CACHE_DRAM"	"Offcore data reads satisfied by a remote cache or remote DRAM"	100000	0	0	"0x1A6"	"0x3811"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_DATA.REMOTE_CACHE_HIT"	"Offcore data reads that HIT in a remote cache "	100000	0	0	"0x1A6"	"0x1011"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_DATA.REMOTE_CACHE_HITM"	"Offcore data reads that HITM in a remote cache"	100000	0	0	"0x1A6"	"0x811"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_DATA.REMOTE_DRAM"	"Offcore data reads satisfied by a remote DRAM"	100000	0	0	"0x1A6"	"0x2011"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_IFETCH.ANY_CACHE_DRAM"	"Offcore code reads satisfied by any cache or DRAM"	100000	0	0	"0x1A6"	"0x7F44"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_IFETCH.ANY_DRAM"	"Offcore code reads satisfied by any DRAM"	100000	0	0	"0x1A6"	"0x6044"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_IFETCH.ANY_LLC_MISS"	"Offcore code reads that missed the LLC"	100000	0	0	"0x1A6"	"0xF844"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_IFETCH.ANY_LOCATION"	"All offcore code reads"	100000	0	0	"0x1A6"	"0xFF44"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_IFETCH.IO_CSR_MMIO"	"Offcore code reads satisfied by the IO, CSR, MMIO unit"	100000	0	0	"0x1A6"	"0x8044"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_IFETCH.LLC_HIT_NO_OTHER_CORE"	"Offcore code reads satisfied by the LLC and not found in a sibling core"	100000	0	0	"0x1A6"	"0x144"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_IFETCH.LLC_HIT_OTHER_CORE_HIT"	"Offcore code reads satisfied by the LLC and HIT in a sibling core"	100000	0	0	"0x1A6"	"0x244"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_IFETCH.LLC_HIT_OTHER_CORE_HITM"	"Offcore code reads satisfied by the LLC  and HITM in a sibling core"	100000	0	0	"0x1A6"	"0x444"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_IFETCH.LOCAL_CACHE"	"Offcore code reads satisfied by the LLC"	100000	0	0	"0x1A6"	"0x744"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_IFETCH.LOCAL_CACHE_DRAM"	"Offcore code reads satisfied by the LLC or local DRAM"	100000	0	0	"0x1A6"	"0x4744"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_IFETCH.LOCAL_DRAM"	"Offcore code reads satisfied by the local DRAM"	100000	0	0	"0x1A6"	"0x4044"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_IFETCH.REMOTE_CACHE"	"Offcore code reads satisfied by a remote cache"	100000	0	0	"0x1A6"	"0x1844"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_IFETCH.REMOTE_CACHE_DRAM"	"Offcore code reads satisfied by a remote cache or remote DRAM"	100000	0	0	"0x1A6"	"0x3844"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_IFETCH.REMOTE_CACHE_HIT"	"Offcore code reads that HIT in a remote cache "	100000	0	0	"0x1A6"	"0x1044"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_IFETCH.REMOTE_CACHE_HITM"	"Offcore code reads that HITM in a remote cache"	100000	0	0	"0x1A6"	"0x844"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_IFETCH.REMOTE_DRAM"	"Offcore code reads satisfied by a remote DRAM"	100000	0	0	"0x1A6"	"0x2044"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_REQUEST.ANY_CACHE_DRAM"	"Offcore requests satisfied by any cache or DRAM"	100000	0	0	"0x1A6"	"0x7FFF"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_REQUEST.ANY_DRAM"	"Offcore requests satisfied by any DRAM"	100000	0	0	"0x1A6"	"0x60FF"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_REQUEST.ANY_LLC_MISS"	"Offcore requests that missed the LLC"	100000	0	0	"0x1A6"	"0xF8FF"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_REQUEST.ANY_LOCATION"	"All offcore requests"	100000	0	0	"0x1A6"	"0xFFFF"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_REQUEST.IO_CSR_MMIO"	"Offcore requests satisfied by the IO, CSR, MMIO unit"	100000	0	0	"0x1A6"	"0x80FF"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_REQUEST.LLC_HIT_NO_OTHER_CORE"	"Offcore requests satisfied by the LLC and not found in a sibling core"	100000	0	0	"0x1A6"	"0x1FF"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_REQUEST.LLC_HIT_OTHER_CORE_HIT"	"Offcore requests satisfied by the LLC and HIT in a sibling core"	100000	0	0	"0x1A6"	"0x2FF"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_REQUEST.LLC_HIT_OTHER_CORE_HITM"	"Offcore requests satisfied by the LLC  and HITM in a sibling core"	100000	0	0	"0x1A6"	"0x4FF"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_REQUEST.LOCAL_CACHE"	"Offcore requests satisfied by the LLC"	100000	0	0	"0x1A6"	"0x7FF"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_REQUEST.LOCAL_CACHE_DRAM"	"Offcore requests satisfied by the LLC or local DRAM"	100000	0	0	"0x1A6"	"0x47FF"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_REQUEST.LOCAL_DRAM"	"Offcore requests satisfied by the local DRAM"	100000	0	0	"0x1A6"	"0x40FF"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_REQUEST.REMOTE_CACHE"	"Offcore requests satisfied by a remote cache"	100000	0	0	"0x1A6"	"0x18FF"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_REQUEST.REMOTE_CACHE_DRAM"	"Offcore requests satisfied by a remote cache or remote DRAM"	100000	0	0	"0x1A6"	"0x38FF"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_REQUEST.REMOTE_CACHE_HIT"	"Offcore requests that HIT in a remote cache "	100000	0	0	"0x1A6"	"0x10FF"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_REQUEST.REMOTE_CACHE_HITM"	"Offcore requests that HITM in a remote cache"	100000	0	0	"0x1A6"	"0x8FF"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_REQUEST.REMOTE_DRAM"	"Offcore requests satisfied by a remote DRAM"	100000	0	0	"0x1A6"	"0x20FF"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_RFO.ANY_CACHE_DRAM"	"Offcore RFO requests satisfied by any cache or DRAM"	100000	0	0	"0x1A6"	"0x7F22"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_RFO.ANY_DRAM"	"Offcore RFO requests satisfied by any DRAM"	100000	0	0	"0x1A6"	"0x6022"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_RFO.ANY_LLC_MISS"	"Offcore RFO requests that missed the LLC"	100000	0	0	"0x1A6"	"0xF822"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_RFO.ANY_LOCATION"	"All offcore RFO requests"	100000	0	0	"0x1A6"	"0xFF22"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_RFO.IO_CSR_MMIO"	"Offcore RFO requests satisfied by the IO, CSR, MMIO unit"	100000	0	0	"0x1A6"	"0x8022"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_RFO.LLC_HIT_NO_OTHER_CORE"	"Offcore RFO requests satisfied by the LLC and not found in a sibling core"	100000	0	0	"0x1A6"	"0x122"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_RFO.LLC_HIT_OTHER_CORE_HIT"	"Offcore RFO requests satisfied by the LLC and HIT in a sibling core"	100000	0	0	"0x1A6"	"0x222"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_RFO.LLC_HIT_OTHER_CORE_HITM"	"Offcore RFO requests satisfied by the LLC  and HITM in a sibling core"	100000	0	0	"0x1A6"	"0x422"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_RFO.LOCAL_CACHE"	"Offcore RFO requests satisfied by the LLC"	100000	0	0	"0x1A6"	"0x722"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_RFO.LOCAL_CACHE_DRAM"	"Offcore RFO requests satisfied by the LLC or local DRAM"	100000	0	0	"0x1A6"	"0x4722"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_RFO.LOCAL_DRAM"	"Offcore RFO requests satisfied by the local DRAM"	100000	0	0	"0x1A6"	"0x4022"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_RFO.REMOTE_CACHE"	"Offcore RFO requests satisfied by a remote cache"	100000	0	0	"0x1A6"	"0x1822"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_RFO.REMOTE_CACHE_DRAM"	"Offcore RFO requests satisfied by a remote cache or remote DRAM"	100000	0	0	"0x1A6"	"0x3822"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_RFO.REMOTE_CACHE_HIT"	"Offcore RFO requests that HIT in a remote cache "	100000	0	0	"0x1A6"	"0x1022"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_RFO.REMOTE_CACHE_HITM"	"Offcore RFO requests that HITM in a remote cache"	100000	0	0	"0x1A6"	"0x822"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.ANY_RFO.REMOTE_DRAM"	"Offcore RFO requests satisfied by a remote DRAM"	100000	0	0	"0x1A6"	"0x2022"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.COREWB.ANY_CACHE_DRAM"	"Offcore writebacks to any cache or DRAM."	100000	0	0	"0x1A6"	"0x7F08"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.COREWB.ANY_DRAM"	"Offcore writebacks to any DRAM"	100000	0	0	"0x1A6"	"0x6008"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.COREWB.ANY_LLC_MISS"	"Offcore writebacks that missed the LLC"	100000	0	0	"0x1A6"	"0xF808"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.COREWB.ANY_LOCATION"	"All offcore writebacks"	100000	0	0	"0x1A6"	"0xFF08"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.COREWB.IO_CSR_MMIO"	"Offcore writebacks to the IO, CSR, MMIO unit."	100000	0	0	"0x1A6"	"0x8008"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.COREWB.LLC_HIT_NO_OTHER_CORE"	"Offcore writebacks to the LLC and not found in a sibling core"	100000	0	0	"0x1A6"	"0x108"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.COREWB.LLC_HIT_OTHER_CORE_HITM"	"Offcore writebacks to the LLC  and HITM in a sibling core"	100000	0	0	"0x1A6"	"0x408"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.COREWB.LOCAL_CACHE"	"Offcore writebacks to the LLC"	100000	0	0	"0x1A6"	"0x708"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.COREWB.LOCAL_CACHE_DRAM"	"Offcore writebacks to the LLC or local DRAM"	100000	0	0	"0x1A6"	"0x4708"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.COREWB.LOCAL_DRAM"	"Offcore writebacks to the local DRAM"	100000	0	0	"0x1A6"	"0x4008"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.COREWB.REMOTE_CACHE"	"Offcore writebacks to a remote cache"	100000	0	0	"0x1A6"	"0x1808"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.COREWB.REMOTE_CACHE_DRAM"	"Offcore writebacks to a remote cache or remote DRAM"	100000	0	0	"0x1A6"	"0x3808"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.COREWB.REMOTE_CACHE_HIT"	"Offcore writebacks that HIT in a remote cache "	100000	0	0	"0x1A6"	"0x1008"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.COREWB.REMOTE_CACHE_HITM"	"Offcore writebacks that HITM in a remote cache"	100000	0	0	"0x1A6"	"0x808"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.COREWB.REMOTE_DRAM"	"Offcore writebacks to a remote DRAM"	100000	0	0	"0x1A6"	"0x2008"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.DATA_IFETCH.ANY_CACHE_DRAM"	"Offcore code or data read requests satisfied by any cache or DRAM."	100000	0	0	"0x1A6"	"0x7F77"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.DATA_IFETCH.ANY_DRAM"	"Offcore code or data read requests satisfied by any DRAM"	100000	0	0	"0x1A6"	"0x6077"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.DATA_IFETCH.ANY_LLC_MISS"	"Offcore code or data read requests that missed the LLC"	100000	0	0	"0x1A6"	"0xF877"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.DATA_IFETCH.ANY_LOCATION"	"All offcore code or data read requests"	100000	0	0	"0x1A6"	"0xFF77"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.DATA_IFETCH.IO_CSR_MMIO"	"Offcore code or data read requests satisfied by the IO, CSR, MMIO unit."	100000	0	0	"0x1A6"	"0x8077"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.DATA_IFETCH.LLC_HIT_NO_OTHER_CORE"	"Offcore code or data read requests satisfied by the LLC and not found in a sibling core"	100000	0	0	"0x1A6"	"0x177"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.DATA_IFETCH.LLC_HIT_OTHER_CORE_HIT"	"Offcore code or data read requests satisfied by the LLC and HIT in a sibling core"	100000	0	0	"0x1A6"	"0x277"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.DATA_IFETCH.LLC_HIT_OTHER_CORE_HITM"	"Offcore code or data read requests satisfied by the LLC  and HITM in a sibling core"	100000	0	0	"0x1A6"	"0x477"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.DATA_IFETCH.LOCAL_CACHE"	"Offcore code or data read requests satisfied by the LLC"	100000	0	0	"0x1A6"	"0x777"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.DATA_IFETCH.LOCAL_CACHE_DRAM"	"Offcore code or data read requests satisfied by the LLC or local DRAM"	100000	0	0	"0x1A6"	"0x4777"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.DATA_IFETCH.LOCAL_DRAM"	"Offcore code or data read requests satisfied by the local DRAM"	100000	0	0	"0x1A6"	"0x4077"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.DATA_IFETCH.REMOTE_CACHE"	"Offcore code or data read requests satisfied by a remote cache"	100000	0	0	"0x1A6"	"0x1877"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.DATA_IFETCH.REMOTE_CACHE_DRAM"	"Offcore code or data read requests satisfied by a remote cache or remote DRAM"	100000	0	0	"0x1A6"	"0x3877"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.DATA_IFETCH.REMOTE_CACHE_HIT"	"Offcore code or data read requests that HIT in a remote cache "	100000	0	0	"0x1A6"	"0x1077"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.DATA_IFETCH.REMOTE_CACHE_HITM"	"Offcore code or data read requests that HITM in a remote cache"	100000	0	0	"0x1A6"	"0x877"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.DATA_IFETCH.REMOTE_DRAM"	"Offcore code or data read requests satisfied by a remote DRAM"	100000	0	0	"0x1A6"	"0x2077"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.DATA_IN.ANY_CACHE_DRAM"	"Offcore request = all data, response = any cache_dram"	100000	0	0	"0x1A6"	"0x7F33"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.DATA_IN.ANY_DRAM"	"Offcore request = all data, response = any DRAM"	100000	0	0	"0x1A6"	"0x6033"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.DATA_IN.ANY_LLC_MISS"	"Offcore request = all data, response = any LLC miss"	100000	0	0	"0x1A6"	"0xF833"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.DATA_IN.ANY_LOCATION"	"Offcore request = all data, response = any location"	100000	0	0	"0x1A6"	"0xFF33"
"0xB7"	"0x1"	"0x53"	2	"OFFCORE_RESPONSE_0.DATA_IN.IO_CSR_MMIO"	"Offcore data reads, RFO's and prefetches satisfied by the IO, CSR, MMIO unit"	100000	0	0	"0x1A6"	"0x8033"
