Event_Name,Code,UMask,Counter,Description,Counter_Mask,Invert,AnyThread,Edge_Detect,PEBS
BR_INST_RETIRED.ANY,0xC4,0x0,"0,1","Retired branch instructions.",0,0,0,0,0
BR_INST_RETIRED.PRED_NOT_TAKEN,0xC4,0x1,"0,1","Retired branch instructions that were predicted not-taken.",0,0,0,0,0
BR_INST_RETIRED.MISPRED_NOT_TAKEN,0xC4,0x2,"0,1","Retired branch instructions that were mispredicted not-taken.",0,0,0,0,0
BR_INST_RETIRED.PRED_TAKEN,0xC4,0x4,"0,1","Retired branch instructions that were predicted taken.",0,0,0,0,0
BR_INST_RETIRED.MISPRED_TAKEN,0xC4,0x8,"0,1","Retired branch instructions that were mispredicted taken.",0,0,0,0,0
BR_INST_RETIRED.MISPRED,0xC4,0xA,"0,1","Retired mispredicted branch instructions.",0,0,0,0,0
BR_INST_RETIRED.MISPRED.PS,0xC4,0xA,"0,1","Retired mispredicted branch instructions.",0,0,0,0,1
BR_INST_RETIRED.TAKEN,0xC4,0xC,"0,1","Retired taken branch instructions.",0,0,0,0,0
BR_INST_RETIRED.ANY1,0xC4,0xF,"0,1","Retired branch instructions.",0,0,0,0,0
BR_INST_RETIRED.MISPRED,0xC5,0x0,"0,1","Retired mispredicted branch instructions (precise event).",0,0,0,0,1
CYCLES_INT_MASKED.CYCLES_INT_MASKED,0xC6,0x1,"0,1","Cycles during which interrupts are disabled.",0,0,0,0,0
CYCLES_INT_MASKED.CYCLES_INT_PENDING_AND_MASKED,0xC6,0x2,"0,1","Cycles during which interrupts are pending and disabled.",0,0,0,0,0
SIMD_INST_RETIRED.PACKED_SINGLE,0xC7,0x1,"0,1","Retired Streaming SIMD Extensions (SSE) packed-single instructions.",0,0,0,0,0
SIMD_INST_RETIRED.SCALAR_SINGLE,0xC7,0x2,"0,1","Retired Streaming SIMD Extensions (SSE) scalar-single instructions.",0,0,0,0,0
SIMD_INST_RETIRED.SCALAR_DOUBLE,0xC7,0x8,"0,1","Retired Streaming SIMD Extensions 2 (SSE2) scalar-double instructions.",0,0,0,0,0
SIMD_INST_RETIRED.VECTOR,0xC7,0x10,"0,1","Retired Streaming SIMD Extensions 2 (SSE2) vector instructions.",0,0,0,0,0
HW_INT_RCV,0xC8,0x0,"0,1","Hardware interrupts received.",0,0,0,0,0
SIMD_COMP_INST_RETIRED.PACKED_SINGLE,0xCA,0x1,"0,1","Retired computational Streaming SIMD Extensions (SSE) packed-single instructions.",0,0,0,0,0
SIMD_COMP_INST_RETIRED.SCALAR_SINGLE,0xCA,0x2,"0,1","Retired computational Streaming SIMD Extensions (SSE) scalar-single instructions.",0,0,0,0,0
SIMD_COMP_INST_RETIRED.SCALAR_DOUBLE,0xCA,0x8,"0,1","Retired computational Streaming SIMD Extensions 2 (SSE2) scalar-double instructions.",0,0,0,0,0
MEM_LOAD_RETIRED.L2_HIT,0xCB,0x1,"0,1","Retired loads that hit the L2 cache (precise event).",0,0,0,0,0
MEM_LOAD_RETIRED.L2_HIT.PS,0xCB,0x81,"0,1","Retired loads that hit the L2 cache (precise event).",0,0,0,0,1
MEM_LOAD_RETIRED.L2_MISS,0xCB,0x2,"0,1","Retired loads that miss the L2 cache",0,0,0,0,0
MEM_LOAD_RETIRED.L2_MISS.PS,0xCB,0x82,"0,1","Retired loads that miss the L2 cache (precise event).",0,0,0,0,1
MEM_LOAD_RETIRED.DTLB_MISS,0xCB,0x4,"0,1","Retired loads that miss the DTLB (precise event).",0,0,0,0,0
MEM_LOAD_RETIRED.DTLB_MISS.PS,0xCB,0x4,"0,1","Retired loads that miss the DTLB (precise event).",0,0,0,0,1
SIMD_ASSIST,0xCD,0x0,"0,1","SIMD assists invoked.",0,0,0,0,0
SIMD_INSTR_RETIRED,0xCE,0x0,"0,1","SIMD Instructions retired.",0,0,0,0,0
SIMD_SAT_INSTR_RETIRED,0xCF,0x0,"0,1","Saturated arithmetic instructions retired.",0,0,0,0,0
RESOURCE_STALLS.DIV_BUSY,0xDC,0x2,"0,1","Cycles issue is stalled due to div busy.",0,0,0,0,0
BR_INST_DECODED,0xE0,0x1,"0,1","Branch instructions decoded",0,0,0,0,0
BOGUS_BR,0xE4,0x1,"0,1","Bogus branches",0,0,0,0,0
BACLEARS.ANY,0xE6,0x1,"0,1","BACLEARS asserted.",0,0,0,0,0
REISSUE.OVERLAP_STORE,0x3,0x1,"0,1","Micro-op reissues on a store-load collision",0,0,0,0,0
REISSUE.OVERLAP_STORE.AR,0x3,0x81,"0,1","Micro-op reissues on a store-load collision (At Retirement)",0,0,0,0,0
