Event_Name,Code,UMask,Counter,Counter_HT_Off,Description,MSR_Index,MSR_Value,Taken_Alone,Counter_Mask,Invert,AnyThread,Edge_Detect,PEBS,Errata
ITLB_MISSES.MISS_CAUSES_A_WALK,0x85,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","Misses at all ITLB levels that cause page walks",0,0,0,0,0,0,0,0,0
ITLB_MISSES.WALK_COMPLETED,0x85,0x02,"0,1,2,3","0,1,2,3,4,5,6,7","Misses in all ITLB levels that cause completed page walks",0,0,0,0,0,0,0,0,0
ITLB_MISSES.WALK_DURATION,0x85,0x04,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles when PMH is busy with page walks",0,0,0,0,0,0,0,0,0
ITLB_MISSES.STLB_HIT,0x85,0x10,"0,1,2,3","0,1,2,3,4,5,6,7","Operations that miss the first ITLB level but hit the second and do not cause any page walks",0,0,0,0,0,0,0,0,0
DTLB_LOAD_MISSES.MISS_CAUSES_A_WALK,0x08,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","Load misses in all DTLB levels that cause page walks",0,0,0,0,0,0,0,0,0
DTLB_LOAD_MISSES.WALK_COMPLETED,0x08,0x02,"0,1,2,3","0,1,2,3,4,5,6,7","Load misses at all DTLB levels that cause completed page walks",0,0,0,0,0,0,0,0,0
DTLB_LOAD_MISSES.WALK_DURATION,0x08,0x04,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles when PMH is busy with page walks",0,0,0,0,0,0,0,0,0
DTLB_LOAD_MISSES.STLB_HIT,0x08,0x10,"0,1,2,3","0,1,2,3,4,5,6,7","Load operations that miss the first DTLB level but hit the second and do not cause page walks",0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.MISS_CAUSES_A_WALK,0x49,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","Store misses in all DTLB levels that cause page walks",0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.WALK_COMPLETED,0x49,0x02,"0,1,2,3","0,1,2,3,4,5,6,7","Store misses in all DTLB levels that cause completed page walks",0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.WALK_DURATION,0x49,0x04,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles when PMH is busy with page walks",0,0,0,0,0,0,0,0,0
DTLB_STORE_MISSES.STLB_HIT,0x49,0x10,"0,1,2,3","0,1,2,3,4,5,6,7","Store operations that miss the first TLB level but hit the second and do not cause page walks",0,0,0,0,0,0,0,0,0
TLB_FLUSH.DTLB_THREAD,0xBD,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","DTLB flush attempts of the thread-specific entries",0,0,0,0,0,0,0,0,0
TLB_FLUSH.STLB_ANY,0xBD,0x20,"0,1,2,3","0,1,2,3,4,5,6,7","STLB flush attempts",0,0,0,0,0,0,0,0,0
L1D.REPLACEMENT,0x51,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","L1D data line replacements",0,0,0,0,0,0,0,0,0
L1D.ALLOCATED_IN_M,0x51,0x02,"0,1,2,3","0,1,2,3,4,5,6,7","Allocated L1D data cache lines in M state",0,0,0,0,0,0,0,0,0
L1D.EVICTION,0x51,0x04,"0,1,2,3","0,1,2,3,4,5,6,7","L1D data cache lines in M state evicted due to replacement",0,0,0,0,0,0,0,0,0
L1D.ALL_M_REPLACEMENT,0x51,0x08,"0,1,2,3","0,1,2,3,4,5,6,7","Cache lines in M state evicted out of L1D due to Snoop HitM or dirty line replacement",0,0,0,0,0,0,0,0,0
L1D_PEND_MISS.PENDING,0x48,0x01,2,2,"L1D miss oustandings duration in cycles",0,0,0,0,0,0,0,0,0
L1D_PEND_MISS.PENDING_CYCLES,0x48,0x01,2,2,"Cycles with L1D load Misses outstanding. ",0,0,0,1,0,0,0,0,0
LOAD_HIT_PRE.SW_PF,0x4C,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","Not software-prefetch load dispatches that hit FB allocated for software prefetch",0,0,0,0,0,0,0,0,0
LOAD_HIT_PRE.HW_PF,0x4C,0x02,"0,1,2,3","0,1,2,3,4,5,6,7","Not software-prefetch load dispatches that hit FB allocated for hardware prefetch",0,0,0,0,0,0,0,0,0
HW_PRE_REQ.DL1_MISS,0x4E,0x02,"0,1,2,3","0,1,2,3,4,5,6,7","Hardware Prefetch requests that miss the L1D cache. This accounts for both L1 streamer and IP-based (IPP) HW prefetchers. A request is being counted each time it access the cache & miss it, including if a block is applicable or if hit the Fill Buffer for ",0,0,0,0,0,0,0,0,0
LOCK_CYCLES.SPLIT_LOCK_UC_LOCK_DURATION,0x63,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles when L1 and L2 are locked due to UC or split lock",0,0,0,0,0,0,0,0,0
LOCK_CYCLES.CACHE_LOCK_DURATION,0x63,0x02,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles when L1D is locked",0,0,0,0,0,0,0,0,0
LD_BLOCKS.DATA_UNKNOWN,0x03,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","Loads delayed due to SB blocks, preceding store operations with known addresses but unknown data",0,0,0,0,0,0,0,0,0
LD_BLOCKS.STORE_FORWARD,0x03,0x02,"0,1,2,3","0,1,2,3,4,5,6,7","Cases when loads get true Block-on-Store blocking code preventing store forwarding",0,0,0,0,0,0,0,0,0
LD_BLOCKS.NO_SR,0x03,0x08,"0,1,2,3","0,1,2,3,4,5,6,7","This event counts the number of times that split load operations are temporarily blocked because all resources for handling the split accesses are in use.",0,0,0,0,0,0,0,0,0
LD_BLOCKS.ALL_BLOCK,0x03,0x10,"0,1,2,3","0,1,2,3,4,5,6,7","Number of cases where any load ends up with a valid block-code written to the load buffer (including blocks due to Memory Order Buffer (MOB), Data Cache Unit (DCU), TLB, but load has no DCU miss)",0,0,0,0,0,0,0,0,0
LD_BLOCKS_PARTIAL.ADDRESS_ALIAS,0x07,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","False dependencies in MOB due to partial address comparison",0,0,0,0,0,0,0,0,0
LD_BLOCKS_PARTIAL.ALL_STA_BLOCK,0x07,0x08,"0,1,2,3","0,1,2,3,4,5,6,7","This event counts the number of times that load operations are temporarily blocked because of older stores, with addresses that are not yet known. A load operation may incur more than one block of this type.",0,0,0,0,0,0,0,0,0
MISALIGN_MEM_REF.LOADS,0x05,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","Speculative cache line split load uops dispatched to L1 cache",0,0,0,0,0,0,0,0,0
MISALIGN_MEM_REF.STORES,0x05,0x02,"0,1,2,3","0,1,2,3,4,5,6,7","Speculative cache line split STA uops dispatched to L1 cache",0,0,0,0,0,0,0,0,0
AGU_BYPASS_CANCEL.COUNT,0xB6,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","This event counts executed load operations with all the following traits: 1. addressing of the format [base + offset], 2. the offset is between 1 and 2047, 3. the address specified in the base register is in one page and the address [base+offset] is in an",0,0,0,0,0,0,0,0,0
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_DATA_RD,0x60,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","Offcore outstanding Demand Data Read transactions in uncore queue.",0,0,0,0,0,0,0,0,0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_DATA_RD,0x60,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles when offcore outstanding Demand Data Read transactions are present in SuperQueue (SQ), queue to uncore",0,0,0,1,0,0,0,0,0
OFFCORE_REQUESTS_OUTSTANDING.DEMAND_RFO,0x60,0x04,"0,1,2,3","0,1,2,3,4,5,6,7","Offcore outstanding RFO store transactions in SuperQueue (SQ), queue to uncore",0,0,0,0,0,0,0,0,0
OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD,0x60,0x08,"0,1,2,3","0,1,2,3,4,5,6,7","Offcore outstanding cacheable Core Data Read transactions in SuperQueue (SQ), queue to uncore",0,0,0,0,0,0,0,0,0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD,0x60,0x08,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles when offcore outstanding cacheable Core Data Read transactions are present in SuperQueue (SQ), queue to uncore",0,0,0,1,0,0,0,0,0
OFFCORE_REQUESTS.DEMAND_DATA_RD,0xB0,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","Demand Data Read requests sent to uncore",0,0,0,0,0,0,0,0,0
OFFCORE_REQUESTS.DEMAND_CODE_RD,0xB0,0x02,"0,1,2,3","0,1,2,3,4,5,6,7","Cacheable and noncachaeble code read requests",0,0,0,0,0,0,0,0,0
OFFCORE_REQUESTS.DEMAND_RFO,0xB0,0x04,"0,1,2,3","0,1,2,3,4,5,6,7","Demand RFO requests including regular RFOs, locks, ItoM",0,0,0,0,0,0,0,0,0
OFFCORE_REQUESTS.ALL_DATA_RD,0xB0,0x08,"0,1,2,3","0,1,2,3,4,5,6,7","Demand and prefetch data reads",0,0,0,0,0,0,0,0,0
OFFCORE_REQUESTS_BUFFER.SQ_FULL,0xB2,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","Cases when offcore requests buffer cannot take more entries for core",0,0,0,0,0,0,0,0,0
L2_RQSTS.DEMAND_DATA_RD_HIT,0x24,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","Demand Data Read requests that hit L2 cache",0,0,0,0,0,0,0,0,0
L2_RQSTS.RFO_HIT,0x24,0x04,"0,1,2,3","0,1,2,3,4,5,6,7","RFO requests that hit L2 cache",0,0,0,0,0,0,0,0,0
L2_RQSTS.RFO_MISS,0x24,0x08,"0,1,2,3","0,1,2,3,4,5,6,7","RFO requests that miss L2 cache",0,0,0,0,0,0,0,0,0
L2_RQSTS.CODE_RD_HIT,0x24,0x10,"0,1,2,3","0,1,2,3,4,5,6,7","L2 cache hits when fetching instructions, code reads.",0,0,0,0,0,0,0,0,0
L2_RQSTS.CODE_RD_MISS,0x24,0x20,"0,1,2,3","0,1,2,3,4,5,6,7","L2 cache misses when fetching instructions",0,0,0,0,0,0,0,0,0
L2_RQSTS.PF_HIT,0x24,0x40,"0,1,2,3","0,1,2,3,4,5,6,7","Requests from the L2 hardware prefetchers that hit L2 cache",0,0,0,0,0,0,0,0,0
L2_RQSTS.PF_MISS,0x24,0x80,"0,1,2,3","0,1,2,3,4,5,6,7","Requests from the L2 hardware prefetchers that miss L2 cache",0,0,0,0,0,0,0,0,0
L2_STORE_LOCK_RQSTS.MISS,0x27,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","RFOs that miss cache lines",0,0,0,0,0,0,0,0,0
L2_STORE_LOCK_RQSTS.HIT_E,0x27,0x04,"0,1,2,3","0,1,2,3,4,5,6,7","RFOs that hit cache lines in E state",0,0,0,0,0,0,0,0,0
L2_STORE_LOCK_RQSTS.HIT_M,0x27,0x08,"0,1,2,3","0,1,2,3,4,5,6,7","RFOs that hit cache lines in M state",0,0,0,0,0,0,0,0,0
L2_STORE_LOCK_RQSTS.ALL,0x27,0x0F,"0,1,2,3","0,1,2,3,4,5,6,7","RFOs that access cache lines in any state",0,0,0,0,0,0,0,0,0
L2_L1D_WB_RQSTS.MISS,0x28,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","Count the number of modified Lines evicted from L1 and missed L2. (Non-rejected WBs from the DCU.)",0,0,0,0,0,0,0,0,0
L2_L1D_WB_RQSTS.HIT_S,0x28,0x02,"0,1,2,3","0,1,2,3,4,5,6,7","Not rejected writebacks from L1D to L2 cache lines in S state",0,0,0,0,0,0,0,0,0
L2_L1D_WB_RQSTS.HIT_E,0x28,0x04,"0,1,2,3","0,1,2,3,4,5,6,7","Not rejected writebacks from L1D to L2 cache lines in E state",0,0,0,0,0,0,0,0,0
L2_L1D_WB_RQSTS.HIT_M,0x28,0x08,"0,1,2,3","0,1,2,3,4,5,6,7","Not rejected writebacks from L1D to L2 cache lines in M state",0,0,0,0,0,0,0,0,0
L2_L1D_WB_RQSTS.ALL,0x28,0x0F,"0,1,2,3","0,1,2,3,4,5,6,7","Not rejected writebacks from L1D to L2 cache lines in any state.",0,0,0,0,0,0,0,0,0
L2_TRANS.DEMAND_DATA_RD,0xF0,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","Demand Data Read requests that access L2 cache",0,0,0,0,0,0,0,0,0
L2_TRANS.RFO,0xF0,0x02,"0,1,2,3","0,1,2,3,4,5,6,7","RFO requests that access L2 cache",0,0,0,0,0,0,0,0,0
L2_TRANS.CODE_RD,0xF0,0x04,"0,1,2,3","0,1,2,3,4,5,6,7","L2 cache accesses when fetching instructions",0,0,0,0,0,0,0,0,0
L2_TRANS.ALL_PF,0xF0,0x08,"0,1,2,3","0,1,2,3,4,5,6,7","L2 or LLC HW prefetches that access L2 cache",0,0,0,0,0,0,0,0,0
L2_TRANS.L1D_WB,0xF0,0x10,"0,1,2,3","0,1,2,3,4,5,6,7","L1D writebacks that access L2 cache",0,0,0,0,0,0,0,0,0
L2_TRANS.L2_FILL,0xF0,0x20,"0,1,2,3","0,1,2,3,4,5,6,7","L2 fill requests that access L2 cache",0,0,0,0,0,0,0,0,0
L2_TRANS.L2_WB,0xF0,0x40,"0,1,2,3","0,1,2,3,4,5,6,7","L2 writebacks that access L2 cache",0,0,0,0,0,0,0,0,0
L2_TRANS.ALL_REQUESTS,0xF0,0x80,"0,1,2,3","0,1,2,3,4,5,6,7","Transactions accessing L2 pipe",0,0,0,0,0,0,0,0,0
L2_LINES_IN.I,0xF1,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","L2 cache lines in I state filling L2",0,0,0,0,0,0,0,0,0
L2_LINES_IN.S,0xF1,0x02,"0,1,2,3","0,1,2,3,4,5,6,7","L2 cache lines in S state filling L2",0,0,0,0,0,0,0,0,0
L2_LINES_IN.E,0xF1,0x04,"0,1,2,3","0,1,2,3,4,5,6,7","L2 cache lines in E state filling L2",0,0,0,0,0,0,0,0,0
L2_LINES_IN.ALL,0xF1,0x07,"0,1,2,3","0,1,2,3,4,5,6,7","L2 cache lines filling L2",0,0,0,0,0,0,0,0,0
L2_LINES_OUT.DEMAND_CLEAN,0xF2,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","Clean L2 cache lines evicted by demand",0,0,0,0,0,0,0,0,0
L2_LINES_OUT.DEMAND_DIRTY,0xF2,0x02,"0,1,2,3","0,1,2,3,4,5,6,7","Dirty L2 cache lines evicted by demand",0,0,0,0,0,0,0,0,0
L2_LINES_OUT.PF_CLEAN,0xF2,0x04,"0,1,2,3","0,1,2,3,4,5,6,7","Clean L2 cache lines evicted by L2 prefetch",0,0,0,0,0,0,0,0,0
L2_LINES_OUT.PF_DIRTY,0xF2,0x08,"0,1,2,3","0,1,2,3,4,5,6,7","Dirty L2 cache lines evicted by L2 prefetch",0,0,0,0,0,0,0,0,0
L2_LINES_OUT.DIRTY_ALL,0xF2,0x0A,"0,1,2,3","0,1,2,3,4,5,6,7","Dirty L2 cache lines filling the L2",0,0,0,0,0,0,0,0,0
LONGEST_LAT_CACHE.MISS,0x2E,0x41,"0,1,2,3","0,1,2,3,4,5,6,7","Core-originated cacheable demand requests missed LLC",0,0,0,0,0,0,0,0,0
LONGEST_LAT_CACHE.REFERENCE,0x2E,0x4F,"0,1,2,3","0,1,2,3,4,5,6,7","Core-originated cacheable demand requests that refer to LLC",0,0,0,0,0,0,0,0,0
SQ_MISC.SPLIT_LOCK,0xF4,0x10,"0,1,2,3","0,1,2,3,4,5,6,7","Split locks in SQ",0,0,0,0,0,0,0,0,0
CPU_CLK_THREAD_UNHALTED.REF_XCLK,0x3C,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","Cases when the core is unhalted at 100 Mhz",0,0,0,0,0,0,0,0,0
BR_INST_RETIRED.NEAR_CALL_R3,0xC4,0x02,"0,1,2,3","0,1,2,3,4,5,6,7","Direct and indirect macro near call instructions retired (captured in ring 3). ",0,0,0,0,0,0,0,1,0
UOPS_DISPATCHED_PORT.PORT_0_CORE,0xA1,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles per core when uops are dispatched to port 0",0,0,0,0,0,1,0,0,0
UOPS_DISPATCHED_PORT.PORT_1_CORE,0xA1,0x02,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles per core when uops are dispatched to port 1",0,0,0,0,0,1,0,0,0
UOPS_DISPATCHED_PORT.PORT_4_CORE,0xA1,0x40,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles per core when uops are dispatched to port 4",0,0,0,0,0,1,0,0,0
UOPS_DISPATCHED_PORT.PORT_5_CORE,0xA1,0x80,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles per core when uops are dispatched to port 5",0,0,0,0,0,1,0,0,0
IDQ.MITE_CYCLES,0x79,0x04,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles when uops are being delivered to Instruction Decode Queue (IDQ) from MITE path",0,0,0,1,0,0,0,0,0
IDQ.DSB_CYCLES,0x79,0x08,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles when uops are being delivered to Instruction Decode Queue (IDQ) from Decode Stream Buffer (DSB) path",0,0,0,1,0,0,0,0,0
UOPS_DISPATCHED_PORT.PORT_2,0xA1,0x0C,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles per thread when load or STA uops are dispatched to port 2",0,0,0,0,0,0,0,0,0
UOPS_DISPATCHED_PORT.PORT_3,0xA1,0x30,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles per thread when load or STA uops are dispatched to port 3",0,0,0,0,0,0,0,0,0
IDQ.MS_DSB_CYCLES,0x79,0x10,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles when uops initiated by Decode Stream Buffer (DSB) are being delivered to Instruction Decode Queue (IDQ) while Microcode Sequenser (MS) is busy",0,0,0,1,0,0,0,0,0
IDQ.MS_DSB_OCCUR,0x79,0x10,"0,1,2,3","0,1,2,3,4,5,6,7","Deliveries to Instruction Decode Queue (IDQ) initiated by Decode Stream Buffer (DSB) while Microcode Sequenser (MS) is busy",0,0,0,1,0,0,1,0,0
UOPS_DISPATCHED_PORT.PORT_2_CORE,0xA1,0x0C,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles per core when load or STA uops are dispatched to port 2",0,0,0,0,0,1,0,0,0
UOPS_DISPATCHED_PORT.PORT_3_CORE,0xA1,0x30,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles per core when load or STA uops are dispatched to port 3",0,0,0,0,0,1,0,0,0
INST_RETIRED.PREC_DIST,0xC0,0x01,1,1,"Instructions retired. (Precise Event - PEBS)",0,0,1,0,0,0,0,1,0
L2_RQSTS.ALL_DEMAND_DATA_RD,0x24,0x03,"0,1,2,3","0,1,2,3,4,5,6,7","Demand Data Read requests",0,0,0,0,0,0,0,0,0
L2_RQSTS.ALL_RFO,0x24,0x0C,"0,1,2,3","0,1,2,3,4,5,6,7","RFO requests to L2 cache",0,0,0,0,0,0,0,0,0
L2_RQSTS.ALL_CODE_RD,0x24,0x30,"0,1,2,3","0,1,2,3,4,5,6,7","L2 code requests",0,0,0,0,0,0,0,0,0
L2_RQSTS.ALL_PF,0x24,0xC0,"0,1,2,3","0,1,2,3,4,5,6,7","Requests from L2 hardware prefetchers",0,0,0,0,0,0,0,0,0
L1D_BLOCKS.BANK_CONFLICT_CYCLES,0xBF,0x05,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles when dispatched loads are cancelled due to L1D bank conflicts with other load ports",0,0,0,1,0,0,0,0,0
L1D_PEND_MISS.OCCURENCES,0x48,0x01,2,2,"This event counts the number of L1D misses outstanding, using an edge detect to count transitions.",0,0,0,1,0,0,1,0,0
RESOURCE_STALLS2.ALL_PRF_CONTROL,0x5B,0x0F,"0,1,2,3","0,1,2,3,4,5,6,7","Resource stalls2 control structures full for physical registers",0,0,0,0,0,0,0,0,0
IDQ_UOPS_NOT_DELIVERED.CYCLES_LE_2_UOP_DELIV.CORE,0x9C,0x01,"0,1,2,3","0,1,2,3","Cycles with less than 2 uops delivered by the front end",0,0,0,2,0,0,0,0,0
IDQ_UOPS_NOT_DELIVERED.CYCLES_LE_3_UOP_DELIV.CORE,0x9C,0x01,"0,1,2,3","0,1,2,3","Cycles with less than 3 uops delivered by the front end",0,0,0,1,0,0,0,0,0
RESOURCE_STALLS2.ALL_FL_EMPTY,0x5B,0x0C,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles with either free list is empty",0,0,0,0,0,0,0,0,0
RESOURCE_STALLS.MEM_RS,0xA2,0x0E,"0,1,2,3","0,1,2,3,4,5,6,7","Resource stalls due to memory buffers or Reservation Station (RS) being fully utilized",0,0,0,0,0,0,0,0,0
RESOURCE_STALLS.OOO_RSRC,0xA2,0xF0,"0,1,2,3","0,1,2,3,4,5,6,7","Resource stalls due to Rob being full, FCSW, MXCSR and OTHER",0,0,0,0,0,0,0,0,0
RESOURCE_STALLS2.OOO_RSRC,0x5B,0x4F,"0,1,2,3","0,1,2,3,4,5,6,7","Resource stalls out of order resources full",0,0,0,0,0,0,0,0,0
RESOURCE_STALLS.LB_SB,0xA2,0x0A,"0,1,2,3","0,1,2,3,4,5,6,7","Resource stalls due to load or store buffers all being in use",0,0,0,0,0,0,0,0,0
INT_MISC.RECOVERY_CYCLES,0x0D,0x03,"0,1,2,3","0,1,2,3,4,5,6,7","Number of cycles waiting for the checkpoints in Resource Allocation Table (RAT) to be recovered after Nuke due to all other cases except JEClear (e.g. whenever a ucode assist is needed like SSE exception, memory disambiguation, etc...)",0,0,0,1,0,0,0,0,0
PARTIAL_RAT_STALLS.FLAGS_MERGE_UOP_CYCLES,0x59,0x20,"0,1,2,3","0,1,2,3,4,5,6,7","Performance sensitive flags-merging uops added by Sandy Bridge u-arch",0,0,0,1,0,0,0,0,0
IDQ_UOPS_NOT_DELIVERED.CYCLES_GE_1_UOP_DELIV.CORE,0x9C,0x01,"0,1,2,3","0,1,2,3","Cycles when 1 or more uops were delivered to the by the front end.",0,0,0,4,1,0,0,0,0
INT_MISC.RECOVERY_STALLS_COUNT,0x0D,0x03,"0,1,2,3","0,1,2,3,4,5,6,7","Number of occurences waiting for the checkpoints in Resource Allocation Table (RAT) to be recovered after Nuke due to all other cases except JEClear (e.g. whenever a ucode assist is needed like SSE exception, memory disambiguation, etc...)",0,0,0,1,0,0,1,0,0
IDQ.ALL_DSB_CYCLES_4_UOPS,0x79,0x18,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles Decode Stream Buffer (DSB) is delivering 4 Uops",0,0,0,4,0,0,0,0,0
IDQ.ALL_DSB_CYCLES_ANY_UOPS,0x79,0x18,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles Decode Stream Buffer (DSB) is delivering any Uop",0,0,0,1,0,0,0,0,0
IDQ.ALL_MITE_CYCLES_4_UOPS,0x79,0x24,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles MITE is delivering 4 Uops",0,0,0,4,0,0,0,0,0
IDQ.ALL_MITE_CYCLES_ANY_UOPS,0x79,0x24,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles MITE is delivering any Uop",0,0,0,1,0,0,0,0,0
DSB_FILL.ALL_CANCEL,0xAC,0x0A,"0,1,2,3","0,1,2,3,4,5,6,7","Cases of cancelling valid Decode Stream Buffer (DSB) fill not because of exceeding way limit",0,0,0,0,0,0,0,0,0
FP_ASSIST.ANY,0xCA,0x1E,"0,1,2,3","0,1,2,3","Cycles with any input/output SSE or FP assist",0,0,0,1,0,0,0,1,0
BACLEARS.ANY,0xE6,0x1F,"0,1,2,3","0,1,2,3,4,5,6,7","Counts the total number when the front end is resteered, mainly when the BPU cannot provide a correct prediction and this is corrected by other branch handling mechanisms at the front end.",0,0,0,0,0,0,0,0,0
OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_RFO,0x60,0x04,"0,1,2,3","0,1,2,3,4,5,6,7","Offcore outstanding demand rfo reads transactions in SuperQueue (SQ), queue to uncore, every cycle",0,0,0,1,0,0,0,0,0
IDQ_UOPS_NOT_DELIVERED.CYCLES_FE_WAS_OK,0x9C,0x01,"0,1,2,3","0,1,2,3","Counts cycles FE delivered 4 uops or Resource Allocation Table (RAT) was stalling FE.",0,0,0,1,1,0,0,0,0
BR_INST_EXEC.ALL_BRANCHES,0x88,0xFF,"0,1,2,3","0,1,2,3,4,5,6,7","Speculative and retired  branches",0,0,0,0,0,0,0,0,0
BR_MISP_EXEC.ALL_BRANCHES,0x89,0xFF,"0,1,2,3","0,1,2,3,4,5,6,7","Speculative and retired mispredicted macro conditional branches",0,0,0,0,0,0,0,0,0
IDQ.MITE_ALL_UOPS,0x79,0x3c,"0,1,2,3","0,1,2,3,4,5,6,7","Uops delivered to Instruction Decode Queue (IDQ) from MITE path",0,0,0,0,0,0,0,0,0
UOPS_RETIRED.CORE_STALL_CYCLES,0xC2,0x01,"0,1,2,3","0,1,2,3","Cycles without actually retired uops. ",0,0,0,1,1,0,0,1,0
LSD.CYCLES_4_UOPS,0xA8,0x01,"0,1,2,3","0,1,2,3,4,5,6,7","Cycles 4 Uops delivered by the LSD, but didn't come from the decoder",0,0,0,4,0,0,0,0,0
OFFCORE_RESPONSE.ALL_DATA_RD.LLC_HIT.HIT_OTHER_CORE_NO_FWD,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts demand & prefetch data reads that hit in the LLC and the snoops to sibling cores hit in either E/S state and the line is not forwarded","0x1A6,0x1A7",0x4003c0091,0,0,0,0,0,0,0
OFFCORE_RESPONSE.ALL_DATA_RD.LLC_HIT.HITM_OTHER_CORE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts demand & prefetch data reads that hit in the LLC and the snoop to one of the sibling cores hits the line in M state and the line is forwarded","0x1A6,0x1A7",0x10003c0091,0,0,0,0,0,0,0
OFFCORE_RESPONSE.ALL_DATA_RD.LLC_HIT.NO_SNOOP_NEEDED,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts demand & prefetch data reads that hit in the LLC and sibling core snoops are not needed as either the core-valid bit is not set or the shared line is present in multiple cores","0x1A6,0x1A7",0x1003c0091,0,0,0,0,0,0,0
OFFCORE_RESPONSE.ALL_DATA_RD.LLC_HIT.SNOOP_MISS,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts demand & prefetch data reads that hit in the LLC and the snoops sent to sibling cores return clean response","0x1A6,0x1A7",0x2003c0091,0,0,0,0,0,0,0
OFFCORE_RESPONSE.ALL_PF_DATA_RD.LLC_HIT.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts all prefetch data reads that hit in the LLC","0x1A6,0x1A7",0x3f803c0090,0,0,0,0,0,0,0
OFFCORE_RESPONSE.ALL_PF_DATA_RD.LLC_HIT.HIT_OTHER_CORE_NO_FWD,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts prefetch data reads that hit in the LLC and the snoops to sibling cores hit in either E/S state and the line is not forwarded","0x1A6,0x1A7",0x4003c0090,0,0,0,0,0,0,0
OFFCORE_RESPONSE.ALL_PF_DATA_RD.LLC_HIT.HITM_OTHER_CORE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts prefetch data reads that hit in the LLC and the snoop to one of the sibling cores hits the line in M state and the line is forwarded","0x1A6,0x1A7",0x10003c0090,0,0,0,0,0,0,0
OFFCORE_RESPONSE.ALL_PF_DATA_RD.LLC_HIT.NO_SNOOP_NEEDED,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts prefetch data reads that hit in the LLC and sibling core snoops are not needed as either the core-valid bit is not set or the shared line is present in multiple cores","0x1A6,0x1A7",0x1003c0090,0,0,0,0,0,0,0
